user_id,friend_user_id
668,2989
668,2235
668,1558
668,471
668,4386
668,95
668,2826
249,254
1185,997
1185,3589
1185,5934
1185,515
1185,3892
1185,471
1185,1768
1185,280
3589,1185
3589,7074
3589,3229
206,82
206,208
206,256
206,312
206,269
206,148
206,2741
206,4048
206,860
206,177
206,1558
206,126
206,6234
2058,2102
2058,1804
169,312
169,123
169,278
169,690
169,313
169,178
169,96
169,534
169,802
169,148
169,2862
169,98
169,34
169,67
169,78
169,559
169,516
169,126
169,720
169,109
169,269
169,317
169,193
169,471
169,472
169,486
169,86
169,2023
169,294
169,88
169,160
169,322
169,277
169,437
169,538
169,506
169,1558
169,4
169,151
169,344
169,666
169,2550
169,65
169,546
169,1002
169,1063
169,13627
169,1378
169,575
169,998
169,143
169,999
169,41
169,87
169,208
169,54
169,326
169,835
169,233
169,513
169,836
169,218
169,197
169,528
169,550
169,3381
169,2929
169,2257
169,1790
169,2825
169,880
169,370
169,4141
169,3736
169,2515
169,2235
169,455
169,2650
169,1293
169,3189
169,3640
169,3068
169,791
169,3763
169,4615
169,3887
169,3209
169,5218
169,1667
169,5872
169,7275
169,4717
169,5061
169,6439
169,340
169,70
169,25
169,214
169,1211
169,14
169,47
169,195
169,8
169,708
169,18
169,161
169,1916
169,31
169,33
169,252
169,124
169,906
169,116
169,95
169,925
169,62
169,1173
169,470
169,2980
169,7233
169,58
169,543
169,903
169,911
169,7309
169,6447
7076,13627
7076,35
7076,2862
7076,720
7076,1281
7076,141
7076,471
7076,324
547,13627
547,41
547,4155
547,7813
547,10057
1244,471
1244,1400
1244,835
1244,787
1244,1558
1244,420
1244,1508
1244,2447
1244,2650
1244,2235
1244,377
1244,150
1244,2980
2393,1558
2393,6234
2393,920
2393,6439
2393,5680
2393,11751
292,2904
292,1558
292,6044
292,4141
292,366
292,3434
292,3068
292,2825
292,1446
292,3716
292,2458
292,1378
292,4269
292,1916
292,2235
292,6872
292,7833
292,860
292,2587
292,679
292,539
446,1187
446,997
446,288
446,10833
446,3073
446,41
446,13942
3070,2431
3070,1425
3070,2510
3070,11113
3070,2047
3070,830
1731,3209
1731,6582
1731,1558
1731,1477
1731,12062
901,636
901,471
901,625
60,1231
60,8
60,447
60,649
60,1239
60,512
60,37
60,635
60,234
60,11843
60,641
60,326
60,521
60,9548
60,821
60,889
60,163
60,5680
60,2550
60,7640
60,3105
60,308
60,613
60,1187
60,199
60,2484
60,492
60,1919
13627,1413
13627,2142
13627,41
13627,716
13627,452
13627,279
13627,543
13627,3381
13627,2873
13627,1266
13627,696
13627,743
13627,169
13627,5636
13627,547
13627,506
13627,535
13627,13260
13627,329
13627,304
13627,880
13627,720
13627,471
13627,462
13627,80
13627,2067
13627,297
13627,2182
13627,4048
13627,3892
13627,10057
13627,2235
13627,997
13627,5619
13627,8736
13627,550
13627,205
13627,3669
13627,8570
13627,5061
13627,7076
13627,1768
13627,583
13627,687
13627,721
13627,2650
13627,2862
13627,7504
13627,9877
13627,1477
13627,10687
13627,14496
13627,195
13627,10933
13627,5934
632,950
632,11088
1138,268
1138,1151
1138,830
1138,1558
1138,1426
1138,1040
1138,1224
1138,33
1138,72
1138,785
1138,1063
1138,520
1138,1024
1138,347
1138,1017
1138,1694
1138,471
1138,968
1138,1713
1138,2049
1138,1258
1138,143
1138,2097
1138,1804
1138,1497
1138,2725
1138,883
1138,327
1138,1697
1138,216
1138,144
1138,1205
1138,1578
1138,1012
1138,235
1138,291
1138,1378
1138,1134
1138,1072
1138,1131
1138,1811
1138,2026
1138,880
1138,907
1138,2874
1138,286
1138,4373
1138,4296
1138,3484
1138,34
1138,2935
1138,825
1138,3366
1138,2235
1138,13970
1138,4270
1138,370
1138,3151
1138,3943
1138,3808
1138,342
1138,2565
1138,2825
1138,3847
1138,1329
1138,2208
1138,3404
1138,2916
1138,4155
1138,1270
1138,4156
1138,2456
1138,2669
1138,3235
1138,1161
1138,197
1138,5016
1138,2926
1138,6349
1138,6346
1138,612
1138,1623
1138,5347
1138,4423
1138,5859
1138,10154
1138,3631
1138,6090
1138,9318
1138,6329
1138,1911
1138,1363
1138,6187
1138,6583
1138,3988
1138,6739
1138,6047
1138,4719
1138,218
1138,740
1138,1695
1138,3973
1138,2317
1138,3356
1138,312
1138,4619
1138,1653
1138,1361
1138,1975
1138,2020
1138,4556
1138,3345
1138,5061
1138,7133
1138,3774
1138,10166
1138,3186
1138,4802
1138,3972
1138,4029
1138,10321
1138,8762
1138,2823
1138,3511
1138,2723
1138,11959
9250,7813
9250,10546
9250,2955
9250,3954
9250,13674
9250,3381
9250,3138
9250,7878
9250,1558
9250,3950
9250,5934
9250,14157
9250,511
9250,12482
9250,9639
9250,7148
9250,10888
9250,1325
9250,2300
9250,8682
9250,13892
9250,8409
9250,13481
9250,5680
9250,10152
9250,5082
9250,11688
9250,10581
9250,4160
9250,306
9250,8141
9250,7607
9250,8543
9250,10938
9250,8566
9250,3408
9250,5864
9250,5677
9250,11177
9250,9881
9250,10478
9250,11528
9250,6082
9250,11435
9250,218
9250,5052
9250,9498
9250,7661
9250,8184
9250,11298
9250,11081
9250,10384
9250,5031
9250,11570
9250,5296
9250,4048
9250,3535
9250,11434
9250,6866
9250,9093
9250,457
9250,5086
9250,14474
324,1281
324,7076
324,2862
324,2324
2142,3892
2142,13627
2142,8377
2142,12473
2142,2067
2142,1282
2142,14474
2142,3381
2142,3669
2142,3561
2142,757
2142,1053
2142,2458
2142,2306
2142,4080
2142,10057
2142,5082
2142,1477
2142,13302
2142,1653
2142,4893
2142,462
2142,4838
2142,210
2142,8838
1585,520
1585,1784
1585,2844
1585,506
1585,1911
1585,98
1585,291
1585,1012
1585,1409
1585,1311
1585,4448
1585,1258
1585,2257
1585,1558
1585,2612
1585,2235
1585,2640
1585,2659
1585,2456
1585,471
1585,2083
255,124
255,80
255,1173
255,4988
255,98
255,6237
255,1860
255,1270
255,6702
255,12278
255,6556
255,1558
255,3127
255,1042
255,9705
255,1705
255,7196
342,720
342,1653
342,1138
342,3688
342,2235
2092,7969
2092,7813
2092,14003
2092,1477
2092,3157
116,812
116,96
116,142
116,3
116,126
116,308
116,512
116,62
116,169
116,1849
116,1063
116,471
116,105
116,2529
116,119
116,278
116,537
116,971
116,2763
116,2235
116,2550
116,1495
116,3165
116,1916
116,4342
116,1653
116,6082
116,3975
116,4260
116,3366
116,4386
116,1772
116,1558
116,2458
116,1794
116,851
116,1209
785,1138
785,404
785,49
785,471
785,1038
785,142
785,2235
785,1558
785,5680
785,463
785,1401
785,4386
785,6439
3817,11960
3817,5303
3817,1337
3817,5597
3817,3749
3817,2825
3817,4424
439,1768
439,3925
205,2083
205,1240
205,3892
205,124
205,13627
205,471
205,1730
205,1187
205,687
205,7850
366,119
366,607
366,994
366,323
366,133
366,453
366,2083
366,1047
366,461
366,1211
366,774
366,534
366,1501
366,1811
366,471
366,543
366,5130
366,292
366,2122
366,2998
366,1558
366,3935
366,2854
366,4171
366,1378
366,2677
366,3068
366,4141
366,2257
366,1529
366,2825
366,4386
366,5249
366,2048
366,6799
366,3918
366,2669
366,219
366,6439
366,8659
366,8232
366,8690
366,687
366,886
366,10293
366,5183
366,2235
366,2361
366,3148
366,616
366,1751
366,5680
568,210
568,514
568,1211
493,741
493,471
493,2453
493,800
493,312
493,607
493,326
493,2292
493,577
493,1919
493,163
493,6626
493,1558
493,2461
493,1916
493,5555
493,218
493,1578
493,2465
493,1812
493,2650
493,1177
493,520
493,830
493,2980
493,1131
493,925
493,3275
493,1378
493,4260
493,1446
493,1728
493,1573
493,3803
493,2257
493,7876
493,1589
493,6177
493,6439
493,8854
493,978
493,1772
493,370
493,4249
493,133
493,1224
493,1858
493,538
493,368
493,1159
493,65
493,1617
493,3261
493,4811
493,641
493,5680
3732,1266
3732,7813
3732,3892
3732,6486
3732,2862
3732,5150
3732,7685
3732,514
3732,5636
3732,1281
3732,2048
3732,3669
3732,997
3732,3849
3732,4078
3732,5934
3732,6506
3732,3209
3732,1601
3732,1558
3732,6404
3732,5457
3732,3954
3732,7357
3732,5686
3732,8060
3732,11539
3732,3000
3732,10459
3732,880
3732,10933
3732,524
338,471
562,124
562,471
562,567
562,25
562,1944
562,551
562,543
562,101
562,11093
1624,471
1624,1558
1624,4554
541,1209
541,1030
541,471
541,2022
541,1558
541,1256
541,1215
2123,1231
2123,1096
2123,1697
2123,1382
2123,1758
2123,1054
2123,1329
2123,6739
2123,471
2123,3973
2123,1980
2123,616
1350,1533
1350,851
1350,471
1350,218
1350,291
1350,1063
1350,766
1350,619
1350,3934
1350,1142
1350,2650
1350,1901
1350,6332
1350,5547
1350,1713
1350,3901
1350,9530
1350,9183
1350,520
1350,4993
1350,1012
1350,10496
1350,2201
1350,6084
1350,8893
7074,3589
7074,7128
7074,370
7074,5176
7074,1550
7074,2573
7074,3516
7074,4241
7074,4721
7074,1558
7074,5367
7074,5206
7074,4423
7074,6082
7074,1888
7074,5019
7074,6530
7074,5680
7074,7937
7074,4675
7074,5612
7074,3940
7074,6503
7074,1664
7074,3717
7074,327
7074,8281
7074,6234
7074,4014
7074,6439
7074,5874
7074,8749
650,1266
650,3209
7504,1281
7504,13627
7504,1497
7504,1558
7504,7855
7504,1993
7504,8868
7504,3717
7504,13577
7504,5061
7504,8736
7504,4626
7504,3950
7504,1477
7504,971
7504,2361
7504,11539
7504,8472
7504,6439
7504,5680
7504,12927
7504,10938
7504,6843
7504,11965
7504,12100
1014,2289
1014,2047
1014,471
1014,830
1014,1398
1014,1734
1014,825
1014,2573
1014,3927
1014,2866
1014,11320
1014,1558
1014,771
1014,8174
1014,4825
1014,6095
1014,2078
1014,3040
1014,7959
1014,913
1014,9956
1014,7597
1014,2387
1014,8150
1014,615
1014,11445
1014,1284
1014,11158
1014,10010
1014,9573
1014,10611
1014,7599
8570,13627
8570,3209
8570,5934
8570,8689
8570,10517
8570,10057
8570,1477
2372,1392
2372,4048
2372,5116
2372,777
2372,2048
2372,3422
2372,941
2372,2361
2372,3209
2372,4608
2372,2084
2372,10057
2372,10933
2372,8409
2372,4246
2372,6616
2372,6716
2208,1704
2208,1012
2208,2388
2208,143
2208,1812
2208,2306
2208,925
2208,2918
2208,124
2208,851
2208,4155
2208,1138
2208,370
2208,2825
2208,233
2208,13153
2208,1558
2208,2235
2208,4545
2208,2317
2208,3366
2208,1378
2208,6439
424,471
424,880
424,143
424,256
424,1211
424,520
424,1173
424,784
424,616
424,543
424,1012
424,1558
