user_id,friend_user_id
15195,6117
15195,2779
15195,448
15195,2055
15195,1315
15195,4198
15195,7941
15195,18626
15195,5434
15195,452
15195,1180
15195,427
15195,8716
15195,90
15195,18738
15195,13346
15195,60
15195,1895
15195,1271
15195,1454
15195,3267
15195,2755
15195,16784
15195,3469
15195,7630
15195,4457
15195,2855
15195,11296
15195,1212
15195,11499
15195,8103
15195,8582
15195,1257
15195,5817
15195,12222
15195,2772
15195,5740
15195,15233
15195,2201
15195,924
15195,42
15195,15455
15195,3788
15195,4292
15195,4241
15195,6573
15195,7815
15195,9761
15195,5947
15195,15922
15195,13416
15195,2463
15195,2429
15195,17339
15195,4398
15195,12546
15195,9301
15195,5255
15195,6141
15195,8144
15195,15351
15195,7305
15195,12820
15195,14621
15195,5622
15195,9787
15195,6432
15195,7997
15195,11594
15195,14474
15195,7871
15195,10912
15195,1642
15195,14319
15195,11758
15195,1586
15195,7005
15195,14137
15195,4291
15195,2894
15195,14739
15195,9964
15195,7925
15195,4980
15195,6519
15195,16494
15195,4461
15195,16698
15195,8660
15195,13340
15195,6583
15195,2627
15195,15859
15195,16222
15195,8689
15195,13856
15195,8281
15195,14337
15195,16829
15195,456
15195,2998
15195,16293
15195,6079
15195,13338
15195,3096
15195,13080
15195,15013
15195,9860
15195,10793
15195,5556
15195,18812
15195,12259
15195,13712
15195,4127
15195,2582
15195,6619
15195,14090
15195,522
15195,14087
15195,13321
15195,8942
15195,18146
15195,17803
15195,18580
15195,1730
15195,9523
15195,9368
15195,476
15195,9180
15195,17040
15195,11217
15195,13408
15195,11504
15195,11840
15195,15783
15195,11301
15195,5775
15195,4143
15195,9473
15195,5330
15195,13404
15195,2527
15195,4263
15195,18114
15195,5914
15195,10059
15195,14462
15195,8816
15195,9960
15195,12412
15195,14937
15195,14624
15195,437
15195,7977
15195,4677
15195,17645
15195,18741
15195,6556
15195,13594
15195,9247
15195,12878
15195,14424
15195,2774
15195,4108
15195,17090
15195,5783
15195,19175
15195,17749
15195,12663
15195,7113
15195,1378
15195,15170
15195,3391
15195,15629
15195,4782
15195,17770
15195,1931
15195,6373
15195,3972
15195,16216
15195,17247
15195,734
15195,5543
15195,18624
15195,14877
15195,1519
15195,17512
15195,7460
15195,7423
15195,11209
15195,9656
15195,16800
15195,13586
15195,15061
15195,15549
15195,2618
15195,10372
15195,13371
15195,4632
15195,2184
15195,17389
15195,1330
15195,2922
15195,11369
15195,15855
15195,17927
15195,10332
15195,9316
